PARK,BOROUGH,QUARTER,SIZE (ACRES),CATEGORY,MURDER,RAPE,ROBBERY,FELONY ASSAULT,BURGLARY,GRAND LARCENY,GRAND LARCENY OF MOTOR VEHICLE,TOTAL
FOX PLAYGROUND BROOKLYN,BROOKLYN,3,2.25,ONE ACRE OR LARGER,0,0,0,0,0,,,0
VLEIGH PLAYGROUND,QUEENS,3,2.24,ONE ACRE OR LARGER,0,0,0,0,0,,,0
LAREDO AVENUE PARCEL,STATEN ISLAND,3,2.22,ONE ACRE OR LARGER,0,0,0,0,0,,,0
FREDERICK B. JUDGE PLAYGROUND,QUEENS,3,2.22,ONE ACRE OR LARGER,0,0,0,0,0,,,0
BELMONT PLAYGROUND BRONX,BRONX,3,2.21,ONE ACRE OR LARGER,0,0,1,0,0,,,1
MAHONEY PLAYGROUND,STATEN ISLAND,3,2.21,ONE ACRE OR LARGER,0,0,0,0,0,,,0
ANCHORAGE PLAZA,BROOKLYN,3,2.2,ONE ACRE OR LARGER,0,0,0,0,0,,,0
ASTORIA HEIGHTS PLAYGROUND,QUEENS,3,2.2,ONE ACRE OR LARGER,0,0,0,0,0,,,0
HOYT PLAYGROUND,QUEENS,3,2.2,ONE ACRE OR LARGER,0,0,0,0,0,,,0
LORETO PLAYGROUND,BRONX,3,2.18,ONE ACRE OR LARGER,0,0,0,0,0,,,0
HARDING PARK,BRONX,3,2.16,ONE ACRE OR LARGER,0,0,0,0,0,,,0
WASHINGTON MARKET PARK,MANHATTAN,3,2.15,ONE ACRE OR LARGER,0,0,0,,,,,0
VIDALIA PARK,BRONX,3,2.14,ONE ACRE OR LARGER,0,0,0,,,,,0
UNNAMED PARK ON E 122ND STREET,MANHATTAN,3,2.13,ONE ACRE OR LARGER,0,0,0,,,,,0
BRIDGE PARK BROOKLYN,BROOKLYN,3,2.12,ONE ACRE OR LARGER,0,0,0,,,,,0
HAMILTON METZ FIELD,BROOKLYN,3,2.11,ONE ACRE OR LARGER,0,0,0,,,,,0
CARDOZO PLAYGROUND,QUEENS,3,2.1,ONE ACRE OR LARGER,0,0,0,,,,,0
CENTREVILLE PLAYGROUND,QUEENS,3,2.1,ONE ACRE OR LARGER,0,0,0,,,,,0
REDFERN PLAYGROUND,QUEENS,3,2.09,ONE ACRE OR LARGER,0,0,0,,,,,0
SHEEPSHEAD PLAYGROUND,BROOKLYN,3,2.09,ONE ACRE OR LARGER,0,0,0,,,,,0
STORY PLAYGROUND,BRONX,3,2.08,ONE ACRE OR LARGER,0,0,1,,,,,1
SAKURA PARK,MANHATTAN,3,2.07,ONE ACRE OR LARGER,0,0,0,,,,,0
LINNAEUS PARK,QUEENS,3,2.07,ONE ACRE OR LARGER,0,0,0,,,,,0
CASTLEWOOD PLAYGROUND,QUEENS,3,2.06,ONE ACRE OR LARGER,0,0,0,,,,,0
SKYLINE PLAYGROUND,STATEN ISLAND,3,2.06,ONE ACRE OR LARGER,0,0,0,,,,,0
CLOVE'S TAIL,STATEN ISLAND,3,2.06,ONE ACRE OR LARGER,0,0,0,,,,,0
DANIEL M. O'CONNELL PLAYGROUND,QUEENS,3,2.04,ONE ACRE OR LARGER,0,0,0,,,,,0
CHALLENGE PLAYGROUND,QUEENS,3,2.04,ONE ACRE OR LARGER,0,0,0,,,,,0
TORSNEY PLAYGROUND,QUEENS,3,2.03,ONE ACRE OR LARGER,0,0,0,,,,,0
LOCUST MANOR PLAYGROUND,QUEENS,3,2,ONE ACRE OR LARGER,0,0,0,,,,,0
PLAYGROUND ONE THIRTY FOUR CXXXIV,BRONX,3,2,ONE ACRE OR LARGER,0,0,0,,,,,0
FULTON PARK,BROOKLYN,3,1.99,ONE ACRE OR LARGER,0,0,0,,,,,0
ANDREW HASWELL GREEN PARK,MANHATTAN,3,1.98,ONE ACRE OR LARGER,0,0,0,,,,,0
MOORE HOMESTEAD PLAYGROUND,QUEENS,3,1.98,ONE ACRE OR LARGER,0,0,0,0,0,1,0,1
MCLAUGHLIN PARK,BROOKLYN,3,1.98,ONE ACRE OR LARGER,0,0,0,0,0,1,0,1
COLONEL DAVID MARCUS PLAYGROUND,BROOKLYN,3,1.97,ONE ACRE OR LARGER,0,0,1,0,0,0,0,1
SUMNER PLAYGROUND,BROOKLYN,3,1.97,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
ROSEMARY'S PLAYGROUND,QUEENS,3,1.97,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
SAUL WEPRIN PLAYGROUND,QUEENS,3,1.96,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
FREDERICK DOUGLASS PLAYGROUND,MANHATTAN,3,1.95,ONE ACRE OR LARGER,0,0,0,0,0,1,0,1
UNNAMED PARK ON HEMPSTEAD AVENUE,QUEENS,3,1.94,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
BRIDGE PARK 3,BROOKLYN,3,1.93,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
THE PAINTER'S PLAYGROUND,QUEENS,3,1.93,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
ROBERTO CLEMENTE BALLFIELD,BROOKLYN,3,1.93,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
TERRACE PLAYGROUND,STATEN ISLAND,3,1.92,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
TRAVERS PARK,QUEENS,3,1.92,ONE ACRE OR LARGER,0,0,1,1,0,1,0,3
BUFANO PARK,BRONX,3,1.9,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
DIMATTINA PLAYGROUND,BROOKLYN,3,1.9,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
HERMAN DOLGON PLAYGROUND,BROOKLYN,3,1.89,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
GORMAN PARK,MANHATTAN,3,1.89,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
WILLIS PLAYGROUND,BRONX,3,1.88,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
WEST BRONX RECREATION CENTER,BRONX,3,1.88,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
THOMAS PAINE PARK,MANHATTAN,3,1.88,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
CARROLL PARK,BROOKLYN,3,1.87,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
COLGATE CLOSE,BRONX,3,1.87,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
LONDON PLANETREE PLAYGROUND,QUEENS,3,1.84,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
SUTTER BALLFIELDS,BROOKLYN,3,1.84,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
TAAFFE PLAYGROUND,BROOKLYN,3,1.82,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
GIVAN SQUARE,BRONX,3,1.82,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
THOMAS BOYLAND PARK,BROOKLYN,3,1.82,ONE ACRE OR LARGER,0,0,0,0,1,0,0,1
HAROLD ICKES PLAYGROUND,BROOKLYN,3,1.82,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
REV J POLITE PLAYGROUND,BRONX,3,1.82,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
MAPES BALLFIELD,BRONX,3,1.81,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
MIDLAND MALLS,QUEENS,3,1.8,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
CEDAR PLAYGROUND,BRONX,3,1.8,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
BENNETT PARK,MANHATTAN,3,1.8,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
CONCH PLAYGROUND,QUEENS,3,1.8,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
RAYMOND BUSH PLAYGROUND,BROOKLYN,3,1.8,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
PLAYGROUND 52 LII,BRONX,3,1.79,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
DR. GREEN PLAYGROUND,BROOKLYN,3,1.79,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
BRUST PARK,BRONX,3,1.79,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
LAURELTON PLAYGROUND,QUEENS,3,1.79,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
SIMEONE PARK,QUEENS,3,1.78,ONE ACRE OR LARGER,0,0,1,0,0,0,0,1
MANOR PARK,STATEN ISLAND,3,1.78,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
TAPPEN PARK,STATEN ISLAND,3,1.78,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
LUNA PARK,BROOKLYN,3,1.76,ONE ACRE OR LARGER,0,0,0,0,0,1,0,1
ALFRED E. SMITH PLAYGROUND,MANHATTAN,3,1.75,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
ELECTRIC PLAYGROUND,QUEENS,3,1.75,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
YELLOWSTONE PARK,QUEENS,3,1.75,ONE ACRE OR LARGER,0,0,0,0,0,1,0,1
CORONA GOLF PLAYGROUND,QUEENS,3,1.72,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
WILSON PLAYGROUND,BROOKLYN,3,1.72,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
NORTHERN PLAYGROUND,QUEENS,3,1.72,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
BARTEL-PRITCHARD SQUARE,BROOKLYN,3,1.71,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
DOUGHBOY PLAZA,QUEENS,3,1.71,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
CASTLE HILL LITTLE LEAGUE FIELD,BRONX,3,1.71,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
GRAND FERRY PARK,BROOKLYN,3,1.7,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
HAPPY WARRIOR PLAYGROUND,MANHATTAN,3,1.7,ONE ACRE OR LARGER,0,0,0,,,,,0
ALLEN MALL ONE,MANHATTAN,3,1.7,ONE ACRE OR LARGER,0,0,0,,,,,0
PLAYGROUND ONE TWENTY FIVE CXXV,MANHATTAN,3,1.69,ONE ACRE OR LARGER,0,0,0,,,,,0
STAR SPANGLED PLAYGROUND,BROOKLYN,3,1.69,ONE ACRE OR LARGER,0,0,0,,,,,0
PATTERSON PLAYGROUND,BRONX,3,1.68,ONE ACRE OR LARGER,0,0,0,,,,,0
MOUNT EDEN MALLS,BRONX,3,1.68,ONE ACRE OR LARGER,0,0,0,,,,,0
MIDLAND PLAYGROUND,STATEN ISLAND,3,1.68,ONE ACRE OR LARGER,0,0,0,,,,,0
ADAM CLAYTON POWELL JR. MALLS,MANHATTAN,3,1.68,ONE ACRE OR LARGER,0,0,0,,,,,0
BANNEKER PLAYGROUND,BROOKLYN,3,1.67,ONE ACRE OR LARGER,0,0,0,,,,,0
JAMES J WALKER PARK,MANHATTAN,3,1.67,ONE ACRE OR LARGER,0,0,0,,,,,0
WHITESTONE PLAYGROUND,QUEENS,3,1.66,ONE ACRE OR LARGER,0,0,1,,,,,1
EQUITY PARK,QUEENS,3,1.66,ONE ACRE OR LARGER,0,0,0,,,,,0
THURSBY BASIN PARK,QUEENS,3,1.66,ONE ACRE OR LARGER,0,0,0,,,,,0
BELL MALLS,QUEENS,3,1.65,ONE ACRE OR LARGER,0,0,0,,,,,0
LEIF ERICSON FIELDS,BROOKLYN,3,1.65,ONE ACRE OR LARGER,0,0,0,,,,,0
NEHEMIAH PARK,BROOKLYN,3,1.65,ONE ACRE OR LARGER,0,0,1,,,,,1
MARBLE HILL PLAYGROUND,BRONX,3,1.65,ONE ACRE OR LARGER,0,0,0,,,,,0
WAGNER HOUSES POOL,MANHATTAN,3,1.64,ONE ACRE OR LARGER,0,0,0,,,,,0
HARLEM LANE PLAYGROUND,MANHATTAN,3,1.64,ONE ACRE OR LARGER,0,0,0,,,,,0
CROWLEY PLAYGROUND,QUEENS,3,1.63,ONE ACRE OR LARGER,0,0,0,,,,,0
BURNS PLAYGROUND,BRONX,3,1.62,ONE ACRE OR LARGER,0,0,0,,,,,0
100% PLAYGROUND,BROOKLYN,3,1.62,ONE ACRE OR LARGER,0,0,1,,,,,1
JACKIE ROBINSON PARK BROOKLYN,BROOKLYN,3,1.61,ONE ACRE OR LARGER,0,0,1,,,,,1
IDA COURT,STATEN ISLAND,3,1.6,ONE ACRE OR LARGER,0,0,0,,,,,0
JENNIFER'S PLAYGROUND,STATEN ISLAND,3,1.6,ONE ACRE OR LARGER,0,0,0,,,,,0
REAL GOOD PARK,QUEENS,3,1.6,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
ALLERTON PLAYGROUND,BRONX,3,1.6,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
OCEAN HILL PLAYGROUND,BROOKLYN,3,1.6,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
BELLEVUE SOUTH PARK,MANHATTAN,3,1.59,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
MAZZEI PLAYGROUND,BRONX,3,1.59,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
DAG HAMMARSKJOLD PLAZA,MANHATTAN,3,1.59,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
KOLBERT PLAYGROUND,BROOKLYN,3,1.58,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
POOR RICHARD'S PLAYGROUND,MANHATTAN,3,1.58,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
OLMSTED-BEIL HOUSE PARK,STATEN ISLAND,3,1.58,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
TAYLOR PLAYGROUND,BRONX,3,1.58,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
JOAN OF ARC PARK,MANHATTAN,3,1.58,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
HARMONY PARK,BROOKLYN,3,1.56,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
BRIARWOOD PLAYGROUND,QUEENS,3,1.56,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
CLINTONVILLE PLAYGROUND,QUEENS,3,1.55,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
FLATBUSH MALLS,BROOKLYN,3,1.55,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
WASHINGTON PARK BROOKLYN,BROOKLYN,3,1.55,ONE ACRE OR LARGER,0,0,2,0,0,0,0,2
JOHN HANCOCK PLAYGROUND,BROOKLYN,3,1.55,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
FRANK D. O'CONNOR PLAYGROUND,QUEENS,3,1.54,ONE ACRE OR LARGER,0,0,1,1,0,0,0,2
OLD TOWN PLAYGROUND,STATEN ISLAND,3,1.53,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
HUGUENOT PONDS PARK,STATEN ISLAND,3,1.53,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
REIFF PLAYGROUND,QUEENS,3,1.53,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
RUSSELL SAGE PLAYGROUND,QUEENS,3,1.53,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
ROGER MORRIS PARK,MANHATTAN,3,1.52,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
BROAD CHANNEL PARK,QUEENS,3,1.52,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
SPUYTEN DUYVIL PLAYGROUND,BRONX,3,1.51,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
JOHN ALLEN PAYNE PARK,BROOKLYN,3,1.51,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
BULOVA PARK,QUEENS,3,1.5,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
DECATUR PLAYGROUND,BROOKLYN,3,1.5,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
GOLCONDA PLAYGROUND,BROOKLYN,3,1.5,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
DRY DOCK PLAYGROUND,MANHATTAN,3,1.5,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
MAPLE GROVE PARK,QUEENS,3,1.5,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
UNNAMED PARK ON RIVERSIDE DRIVE,MANHATTAN,3,1.49,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
MARX BROTHERS PLAYGROUND,MANHATTAN,3,1.49,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
BREVOORT PLAYGROUND,BROOKLYN,3,1.49,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
PLAYGROUND SIXTY TWO LXII,QUEENS,3,1.48,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
TALL OAK PLAYGROUND,QUEENS,3,1.48,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
FRONTERA PARK,QUEENS,3,1.47,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
COLDEN PLAYGROUND,QUEENS,3,1.47,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
LUTHER GULICK PLAYGROUND,MANHATTAN,3,1.45,ONE ACRE OR LARGER,0,0,0,0,0,1,0,1
PULASKI PARK,BRONX,3,1.45,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
BOOKER T. WASHINGTON PLAYGROUND,MANHATTAN,3,1.44,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
DUNBAR PLAYGROUND,BRONX,3,1.44,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
PLAYGROUND TWENTY ONE,QUEENS,3,1.44,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
PROSPECT PLAYGROUND,BRONX,3,1.44,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
WOODS PLAYGROUND,BROOKLYN,3,1.44,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
GLENWOOD PLAYGROUND,BROOKLYN,3,1.43,ONE ACRE OR LARGER,0,0,0,0,0,1,0,1
SHELTERING ARMS PLAYGROUND,MANHATTAN,3,1.43,ONE ACRE OR LARGER,0,0,0,0,0,1,0,1
ALMEDA PLAYGROUND,QUEENS,3,1.43,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
GAETA PARK,STATEN ISLAND,3,1.43,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
MALL FORTY TWO XLII,QUEENS,3,1.43,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
NORELLI-HARGREAVES PLAYGROUND,QUEENS,3,1.43,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
BILDERSEE PLAYGROUND,BROOKLYN,3,1.42,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
PULASKI PLAYGROUND,BROOKLYN,3,1.42,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
MACDONALD PARK,QUEENS,3,1.42,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
OWEN F. DOLEN PARK,BRONX,3,1.4,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
VAN DYKE PLAYGROUND,BROOKLYN,3,1.4,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
WILLIAMSBRIDGE SQUARE,BRONX,3,1.4,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
PEOPLE'S PARK,BRONX,3,1.39,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
DOME PLAYGROUND,BROOKLYN,3,1.39,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
RUSSELL PEDERSEN PLAYGROUND,BROOKLYN,3,1.38,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
ST. CATHERINE'S PARK,MANHATTAN,3,1.38,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
HOWARD VON DOHLEN PLAYGROUND,QUEENS,3,1.38,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
NAUTILUS PLAYGROUND BROOKLYN,BROOKLYN,3,1.38,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
HAVEN AVENUE,MANHATTAN,3,1.38,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
ARCILLA PLAYGROUND,BRONX,3,1.38,ONE ACRE OR LARGER,0,0,0,0,0,1,0,1
FOUNTAIN OF YOUTH PLAYGROUND,BRONX,3,1.38,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
LIEUTENANT JOHN H. MARTINSON PLAYGROUND,STATEN ISLAND,3,1.38,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
MARTINEZ PLAYGROUND,BROOKLYN,3,1.37,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
HILLSIDE PARK BROOKLYN,BROOKLYN,3,1.37,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
PLAYGROUND ONE FORTY,QUEENS,3,1.37,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
LT. LIA PLAYGROUND,STATEN ISLAND,3,1.37,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
CRACK IS WACK PLAYGROUND,MANHATTAN,3,1.37,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
CASTLE HILL PLAYGROUND,BRONX,3,1.37,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
HOPE BALLFIELD,BROOKLYN,3,1.36,ONE ACRE OR LARGER,0,0,1,0,0,0,0,1
ADAM YAUCH PARK,BROOKLYN,3,1.36,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
DR. RONALD MCNAIR PARK,BROOKLYN,3,1.36,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
ADMIRAL FARRAGUT PLAYGROUND,BRONX,3,1.36,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
MCDONALD PLAYGROUND STATEN ISLAND,STATEN ISLAND,3,1.35,ONE ACRE OR LARGER,0,0,0,,,,,0
UNNAMED PARK ON VANDALIA AVENUE,BROOKLYN,3,1.35,ONE ACRE OR LARGER,0,0,0,,,,,0
FRESH MEADOWS PLAYGROUND,QUEENS,3,1.35,ONE ACRE OR LARGER,0,0,0,,,,,0
PLAYGROUND EIGHTY LXXX,QUEENS,3,1.35,ONE ACRE OR LARGER,0,0,0,,,,,0
PRINTER'S PARK,BRONX,3,1.34,ONE ACRE OR LARGER,0,0,0,,,,,0
RENAISSANCE PLAYGROUND,MANHATTAN,3,1.34,ONE ACRE OR LARGER,0,0,1,,,,,1
CLASSON PLAYGROUND AT CLASSON AVENUE & LAFAYETTE AVENUE,BROOKLYN,3,1.34,ONE ACRE OR LARGER,0,0,0,,,,,0
REMSEN PLAYGROUND,BROOKLYN,3,1.33,ONE ACRE OR LARGER,0,0,0,,,,,0
MARC AND JASON'S PLAYGROUND,BROOKLYN,3,1.33,ONE ACRE OR LARGER,0,0,0,,,,,0
VETERANS PARK STATEN ISLAND,STATEN ISLAND,3,1.32,ONE ACRE OR LARGER,0,0,0,,,,,0
LYONS SQUARE PLAYGROUND,BRONX,3,1.32,ONE ACRE OR LARGER,0,0,0,,,,,0
AGNES HAYWOOD PLAYGROUND,BRONX,3,1.32,ONE ACRE OR LARGER,0,0,0,,,,,0
MARION HOPKINSON PLAYGROUND,BROOKLYN,3,1.32,ONE ACRE OR LARGER,0,0,0,,,,,0
AMPERE PLAYGROUND,QUEENS,3,1.32,ONE ACRE OR LARGER,0,0,1,,,,,1
POTOMAC PLAYGROUND,BROOKLYN,3,1.32,ONE ACRE OR LARGER,0,0,0,,,,,0
DETECTIVE JOSEPH MAYROSE PARK,BROOKLYN,3,1.31,ONE ACRE OR LARGER,0,0,0,,,,,0
PAUL RAIMONDA PLAYGROUND,QUEENS,3,1.31,ONE ACRE OR LARGER,0,0,0,,,,,0
PRALL PLAYGROUND,STATEN ISLAND,3,1.31,ONE ACRE OR LARGER,0,0,0,,,,,0
HORACE HARDING PLAYGROUND,QUEENS,3,1.3,ONE ACRE OR LARGER,0,0,0,,,,,0
DEAN PLAYGROUND,BROOKLYN,3,1.3,ONE ACRE OR LARGER,0,0,0,0,0,2,0,2
SEVEN GABLES PLAYGROUND,QUEENS,3,1.3,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
TRIBOROUGH BRIDGE PLAYGROUND B,QUEENS,3,1.3,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
LITTLE FLOWER PLAYGROUND,MANHATTAN,3,1.29,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
DONGAN PLAYGROUND,STATEN ISLAND,3,1.29,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
BUSHWICK PLAYGROUND ON FLUSHING AVENUE,BROOKLYN,3,1.29,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
SAMUEL H. YOUNG PARK,BRONX,3,1.29,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
EAST RIVER PLAYGROUND,MANHATTAN,3,1.29,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
SPACE TIME PLAYGROUND,BRONX,3,1.28,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
BOWNE PLAYGROUND,QUEENS,3,1.28,ONE ACRE OR LARGER,0,0,1,1,0,0,0,2
RUDD PLAYGROUND,BROOKLYN,3,1.28,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
WILLOW LAKE PLAYGROUND,QUEENS,3,1.28,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
MURPHY'S BROTHER'S PLAYGROUND,MANHATTAN,3,1.28,ONE ACRE OR LARGER,0,0,0,1,0,0,0,1
COONEY GRAUER FIELD,BRONX,3,1.27,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
WAGNER PLAYGROUND,MANHATTAN,3,1.27,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
EMERALD PLAYGROUND,QUEENS,3,1.27,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
PELHAM BAY LITTLE LEAGUE,BRONX,3,1.26,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
CHARLIE'S PLACE,BROOKLYN,3,1.26,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
GREENE PLAYGROUND,BROOKLYN,3,1.26,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
TANAHEY PLAYGROUND,MANHATTAN,3,1.25,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
ALBERT J. PARHAM PLAYGROUND,BROOKLYN,3,1.25,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
PARKSIDE PLAYGROUND BROOKLYN,BROOKLYN,3,1.25,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
PLAYGROUND NINETY,QUEENS,3,1.25,ONE ACRE OR LARGER,0,0,0,1,0,0,0,1
CARLTON PARK AT CARLTON BOULEVARD & CROWN AVENUE,STATEN ISLAND,3,1.25,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
NEPTUNE PLAYGROUND,BROOKLYN,3,1.24,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
HECKSCHER PLAYGROUND,BROOKLYN,3,1.24,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
ANNUNCIATION PARK,MANHATTAN,3,1.24,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
QUEENSBORO OVAL,MANHATTAN,3,1.24,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
GRASSMERE PLAYGROUND,QUEENS,3,1.24,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
GONZALO PLASENCIA PLAYGROUND,BROOKLYN,3,1.24,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
RIENZI PLAYGROUND,BRONX,3,1.23,ONE ACRE OR LARGER,0,0,0,0,0,1,0,1
PATRICK O'ROURKE PARK,BROOKLYN,3,1.23,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
